year,country,institution,uni_rank,uni_score,score_gap_parent,entered_top100_parent,top_uni_parent
2020,Canada,University of Calgary,233,39.7,22.2,1,University of Toronto
2020,Canada,Queen's University at Kingston,239,39.0,22.2,1,University of Toronto
2020,Canada,Dalhousie University,280,35.4,22.2,1,University of Toronto
2020,Canada,University of Ottawa,281,35.2,22.2,1,University of Toronto
2020,Canada,Simon Fraser University,314,33.4,22.2,1,University of Toronto
2020,Canada,University of Victoria (UVic),364,30.4,22.2,1,University of Toronto
2020,Canada,Université Laval,416,27.7,22.2,1,University of Toronto
2020,Canada,University of Saskatchewan,439,26.2,22.2,1,University of Toronto
2020,Canada,Concordia University,462,25.2,22.2,1,University of Toronto
2020,South Korea,KAIST - Korea Advanced Institute of Science & Technology,41,77.9,19.7,1,Seoul National University
2020,South Korea,Korea University,83,63.4,19.7,1,Seoul National University
2020,South Korea,Pohang University of Science And Technology (POSTECH),87,62.6,19.7,1,Seoul National University
2020,South Korea,Sungkyunkwan University(SKKU),95,61.0,19.7,1,Seoul National University
2020,South Korea,Yonsei University,104,58.7,19.7,1,Seoul National University
2020,South Korea,Hanyang University,150,50.3,19.7,1,Seoul National University
2020,South Korea,Kyung Hee University,247,38.3,19.7,1,Seoul National University
2020,South Korea,Gwangju Institute of Science and Technology (GIST),322,33.1,19.7,1,Seoul National University
2020,South Korea,Ewha Womans University,331,32.3,19.7,1,Seoul National University
2020,South Korea,HUFS - Hankuk (Korea) University of Foreign Studies ,407,28.0,19.7,1,Seoul National University
2020,South Korea,Chung-Ang University (CAU),412,27.8,19.7,1,Seoul National University
2020,South Korea,Dongguk University ,454,25.6,19.7,1,Seoul National University
2020,South Korea,Sogang University,454,25.6,19.7,1,Seoul National University
2020,South Korea,The Catholic University of Korea ,462,25.2,19.7,1,Seoul National University
2020,Netherlands,University of Amsterdam,64,69.0,14.3,1,Delft University of Technology
2020,Netherlands,Eindhoven University of Technology,102,58.9,14.3,1,Delft University of Technology
2020,Netherlands,University of Groningen,114,56.1,14.3,1,Delft University of Technology
2020,Netherlands,Leiden University,118,55.4,14.3,1,Delft University of Technology
2020,Netherlands,Utrecht University,120,54.5,14.3,1,Delft University of Technology
2020,Netherlands,Wageningen University & Research,125,54.0,14.3,1,Delft University of Technology
2020,Netherlands,Erasmus University Rotterdam ,183,46.1,14.3,1,Delft University of Technology
2020,Netherlands,University of Twente,186,45.2,14.3,1,Delft University of Technology
2020,Netherlands,Radboud University ,217,41.4,14.3,1,Delft University of Technology
2020,Netherlands,Vrije Universiteit Amsterdam,219,41.3,14.3,1,Delft University of Technology
2020,Netherlands,Maastricht University ,239,39.0,14.3,1,Delft University of Technology
2020,France,Ecole Polytechnique,60,70.5,13.5,1,Université PSL
2020,France,Sorbonne University,77,64.9,13.5,1,Université PSL
2020,France,CentraleSupélec,139,51.4,13.5,1,Université PSL
2020,France,École Normale Supérieure de Lyon,160,48.3,13.5,1,Université PSL
2020,France,Sciences Po ,242,38.9,13.5,1,Université PSL
2020,France,Ecole des Ponts ParisTech,250,37.8,13.5,1,Université PSL
2020,France,Université Paris-Saclay,262,36.8,13.5,1,Université PSL
2020,France,Université Paris 1 Panthéon-Sorbonne ,305,34.2,13.5,1,Université PSL
2020,France,ENS Paris-Saclay,312,33.5,13.5,1,Université PSL
2020,France,Université Grenoble Alpes,351,31.0,13.5,1,Université PSL
2020,France,Université de Strasbourg,379,28.9,13.5,1,Université PSL
2020,France,University of Bordeaux,458,25.5,13.5,1,Université PSL
2020,France,Aix-Marseille University,491,24.3,13.5,1,Université PSL
2020,France,Université de Montpellier,498,24.2,13.5,1,Université PSL
2020,Germany,Ludwig-Maximilians-Universität München,63,69.6,12.4,1,Technical University of Munich
2020,Germany,Ruprecht-Karls-Universität Heidelberg,66,68.4,12.4,1,Technical University of Munich
2020,Germany,Humboldt-Universität zu Berlin,120,54.5,12.4,1,Technical University of Munich
2020,Germany,"KIT, Karlsruhe Institute of Technology",124,54.2,12.4,1,Technical University of Munich
2020,Germany,Freie Universitaet Berlin,130,53.0,12.4,1,Technical University of Munich
2020,Germany,RWTH Aachen University,138,51.9,12.4,1,Technical University of Munich
2020,Germany,Technische Universität Berlin (TU Berlin),147,50.6,12.4,1,Technical University of Munich
2020,Germany,Eberhard Karls Universität Tübingen,169,47.3,12.4,1,Technical University of Munich
2020,Germany,Albert-Ludwigs-Universitaet Freiburg,169,47.3,12.4,1,Technical University of Munich
2020,Germany,Technische Universität Dresden,179,46.4,12.4,1,Technical University of Munich
2020,Germany,University of Göttingen,197,44.2,12.4,1,Technical University of Munich
2020,Germany,Universität Hamburg,227,40.0,12.4,1,Technical University of Munich
2020,Germany,Rheinische Friedrich-Wilhelms-Universität Bonn,243,38.8,12.4,1,Technical University of Munich
2020,Germany,Technical University of Darmstadt,260,37.0,12.4,1,Technical University of Munich
2020,Germany,Universität Stuttgart,279,35.6,12.4,1,Technical University of Munich
2020,Germany,Goethe-University Frankfurt am Main,291,34.8,12.4,1,Technical University of Munich
2020,Germany,University of Cologne,308,34.0,12.4,1,Technical University of Munich
2020,Germany,Universität Mannheim,314,33.4,12.4,1,Technical University of Munich
2020,Germany,Friedrich-Alexander-Universität Erlangen-Nürnberg,319,33.3,12.4,1,Technical University of Munich
2020,Germany,Universität Jena,340,31.8,12.4,1,Technical University of Munich
2020,Germany,University Ulm,340,31.8,12.4,1,Technical University of Munich
2020,Germany,Westfälische Wilhelms-Universität Münster ,347,31.3,12.4,1,Technical University of Munich
2020,Germany,Johannes Gutenberg Universität Mainz,410,27.9,12.4,1,Technical University of Munich
2020,Germany,Universität Konstanz,424,27.2,12.4,1,Technical University of Munich
2020,Germany,Ruhr-Universität Bochum,432,26.7,12.4,1,Technical University of Munich
2020,Germany,Julius-Maximilians-Universität Würzburg,462,25.2,12.4,1,Technical University of Munich
2020,Germany,Universität des Saarlandes,468,25.1,12.4,1,Technical University of Munich
2020,Germany,Christian-Albrechts-University zu Kiel,478,24.8,12.4,1,Technical University of Munich
2020,Taiwan,National Tsing Hua University,173,46.8,7.4,1,National Taiwan University (NTU)
2020,Taiwan,National Cheng Kung University (NCKU),225,40.4,7.4,1,National Taiwan University (NTU)
2020,Taiwan,National Chiao Tung University,227,40.0,7.4,1,National Taiwan University (NTU)
2020,Taiwan,National Taiwan University of Science and Technology (Taiwan Tech),251,37.6,7.4,1,National Taiwan University (NTU)
2020,Taiwan,National Yang Ming University,287,34.9,7.4,1,National Taiwan University (NTU)
2020,Taiwan,National Taiwan Normal University,331,32.3,7.4,1,National Taiwan University (NTU)
2020,Taiwan,Taipei Medical University (TMU),379,28.9,7.4,1,National Taiwan University (NTU)
2020,Taiwan,National Sun Yat-sen University,410,27.9,7.4,1,National Taiwan University (NTU)
2020,Taiwan,National Central University,427,27.1,7.4,1,National Taiwan University (NTU)
2020,Taiwan,Chang Gung University,484,24.5,7.4,1,National Taiwan University (NTU)
2020,Malaysia,Universiti Putra Malaysia (UPM),159,48.4,7.2,1,Universiti Malaya (UM)
2020,Malaysia,Universiti Kebangsaan Malaysia (UKM),160,48.3,7.2,1,Universiti Malaya (UM)
2020,Malaysia,Universiti Sains Malaysia (USM),165,47.9,7.2,1,Universiti Malaya (UM)
2020,Malaysia,Universiti Teknologi Malaysia ,217,41.4,7.2,1,Universiti Malaya (UM)
2020,Malaysia,UCSI University,442,26.0,7.2,1,Universiti Malaya (UM)
2020,Malaysia,Universiti Teknologi PETRONAS (UTP),482,24.6,7.2,1,Universiti Malaya (UM)
2020,Argentina,Pontificia Universidad Católica Argentina,344,31.7,6.1,1,Universidad de Buenos Aires (UBA)
2020,Argentina,Universidad de Palermo (UP),383,28.8,6.1,1,Universidad de Buenos Aires (UBA)
2020,Argentina,Universidad Austral,400,28.2,6.1,1,Universidad de Buenos Aires (UBA)
2020,Argentina,Universidad de Belgrano,438,26.3,6.1,1,Universidad de Buenos Aires (UBA)
2020,Belgium,Ghent University,130,53.0,4.2,1,KU Leuven
2020,Belgium,Université catholique de Louvain (UCLouvain),167,47.7,4.2,1,KU Leuven
2020,Belgium,Vrije Universiteit Brussel (VUB),195,44.5,4.2,1,KU Leuven
2020,Belgium,University of Antwerp,223,40.9,4.2,1,KU Leuven
2020,Belgium,Universite libre de Bruxelles,251,37.6,4.2,1,KU Leuven
2020,Belgium,Université de Liège,429,27.0,4.2,1,KU Leuven
2020,Russia,Novosibirsk State University,231,39.8,3.3,1,Lomonosov Moscow State University
2020,Russia,Saint Petersburg State University,234,39.6,3.3,1,Lomonosov Moscow State University
2020,Russia,Tomsk State University,268,36.5,3.3,1,Lomonosov Moscow State University
2020,Russia,Bauman Moscow State Technical University,284,35.1,3.3,1,Lomonosov Moscow State University
2020,Russia,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),302,34.3,3.3,1,Lomonosov Moscow State University
2020,Russia,HSE University,322,33.1,3.3,1,Lomonosov Moscow State University
2020,Russia,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),329,32.4,3.3,1,Lomonosov Moscow State University
2020,Russia,Ural Federal University - UrFU,364,30.4,3.3,1,Lomonosov Moscow State University
2020,Russia,MGIMO University,366,30.3,3.3,1,Lomonosov Moscow State University
2020,Russia,National Research Tomsk Polytechnic University,387,28.7,3.3,1,Lomonosov Moscow State University
2020,Russia,Kazan (Volga region) Federal University,392,28.5,3.3,1,Lomonosov Moscow State University
2020,Russia,RUDN University,392,28.5,3.3,1,Lomonosov Moscow State University
2020,Russia,ITMO University,436,26.4,3.3,1,Lomonosov Moscow State University
2020,Russia,Peter the Great St. Petersburg Polytechnic University,439,26.2,3.3,1,Lomonosov Moscow State University
2020,Russia,The National University of Science and Technology MISIS,451,25.7,3.3,1,Lomonosov Moscow State University
2020,Sweden,KTH Royal Institute of Technology ,98,60.5,1.9,1,Lund University
2020,Sweden,Uppsala University,116,55.5,1.9,1,Lund University
2020,Sweden,Stockholm University,191,44.8,1.9,1,Lund University
2020,Sweden,University of Gothenburg,256,37.3,1.9,1,Lund University
2020,Sweden,Linköping University,324,33.0,1.9,1,Lund University
2020,Sweden,Umea University,340,31.8,1.9,1,Lund University
2020,Mexico,Tecnológico de Monterrey,158,48.5,-1.1,0,Universidad Nacional Autónoma de México  (UNAM)
2020,Finland,Aalto University,134,52.4,-1.5,0,University of Helsinki
2020,Finland,University of Turku,287,34.9,-1.5,0,University of Helsinki
2020,Finland,University of Jyväskylä,346,31.6,-1.5,0,University of Helsinki
2020,Finland,University of Oulu,374,29.3,-1.5,0,University of Helsinki
2020,Finland,Tampere University,395,28.4,-1.5,0,University of Helsinki
2020,Finland,Lappeenranta-Lahti University of Technology LUT,491,24.3,-1.5,0,University of Helsinki
2020,Finland,University of Eastern Finland,498,24.2,-1.5,0,University of Helsinki
2020,Ireland,University College Dublin,185,45.6,-1.6,0,"Trinity College Dublin, The University of Dublin"
2020,Ireland,National University of Ireland Galway,259,37.1,-1.6,0,"Trinity College Dublin, The University of Dublin"
2020,Ireland,University College Cork,310,33.7,-1.6,0,"Trinity College Dublin, The University of Dublin"
2020,Ireland,Dublin City University,429,27.0,-1.6,0,"Trinity College Dublin, The University of Dublin"
2020,Denmark,Aarhus University,145,51.0,-2.5,0,Technical University of Denmark
2020,Denmark,Aalborg University,324,33.0,-2.5,0,Technical University of Denmark
2020,Denmark,University of Southern Denmark (SDU),372,29.4,-2.5,0,Technical University of Denmark
2020,Brazil,Universidade Estadual de Campinas (Unicamp),214,42.1,-4.4,0,Universidade de São Paulo
2020,Brazil,Universidade Federal do Rio de Janeiro,358,30.6,-4.4,0,Universidade de São Paulo
2020,Brazil,Universidade Federal de São Paulo,439,26.2,-4.4,0,Universidade de São Paulo
2020,Brazil,UNESP,482,24.6,-4.4,0,Universidade de São Paulo
2020,Norway,University of Bergen,163,48.1,-5.2,0,University of Oslo
2020,Norway,Norwegian University of Science And Technology,359,30.5,-5.2,0,University of Oslo
2020,Norway,University of Tromsø The Arctic University of Norway,389,28.6,-5.2,0,University of Oslo
2020,Chile,Universidad de Chile,189,45.0,-6.5,0,Pontificia Universidad Católica de Chile (UC)
2020,Chile,Universidad de Santiago de Chile (USACH),489,24.4,-6.5,0,Pontificia Universidad Católica de Chile (UC)
2020,Italy,Sant'Anna - Scuola Universitaria Superiore Pisa,177,46.6,-9.5,0,Politecnico di Milano
2020,Italy,Alma Mater Studiorum - University of Bologna,177,46.6,-9.5,0,Politecnico di Milano
2020,Italy,Sapienza University of Rome,203,43.5,-9.5,0,Politecnico di Milano
2020,Italy,Scuola Normale Superiore,204,43.4,-9.5,0,Politecnico di Milano
2020,Italy,Università di Padova,234,39.6,-9.5,0,Politecnico di Milano
2020,Italy,University of Milan,302,34.3,-9.5,0,Politecnico di Milano
2020,Italy,Politecnico di Torino,348,31.2,-9.5,0,Politecnico di Milano
2020,Italy,University of Trento,389,28.6,-9.5,0,Politecnico di Milano
2020,Italy,University of Pisa,389,28.6,-9.5,0,Politecnico di Milano
2020,Italy,University of Naples - Federico II,424,27.2,-9.5,0,Politecnico di Milano
2020,Italy,University of Florence,448,25.8,-9.5,0,Politecnico di Milano
2020,India,Indian Institute of Technology Delhi (IITD),182,46.2,-10.5,0,Indian Institute of Technology Bombay (IITB)
2020,India,Indian Institute of Science,184,45.9,-10.5,0,Indian Institute of Technology Bombay (IITB)
2020,India,Indian Institute of Technology Madras (IITM),271,36.1,-10.5,0,Indian Institute of Technology Bombay (IITB)
2020,India,Indian Institute of Technology Kharagpur (IIT-KGP),281,35.2,-10.5,0,Indian Institute of Technology Bombay (IITB)
2020,India,Indian Institute of Technology Kanpur (IITK),291,34.8,-10.5,0,Indian Institute of Technology Bombay (IITB)
2020,India,Indian Institute of Technology Roorkee (IITR),383,28.8,-10.5,0,Indian Institute of Technology Bombay (IITB)
2020,India,University of Delhi,474,25.0,-10.5,0,Indian Institute of Technology Bombay (IITB)
2020,India,Indian Institute of Technology Guwahati (IITG),491,24.3,-10.5,0,Indian Institute of Technology Bombay (IITB)
2020,Austria,Technische Universität Wien,192,44.7,-10.9,0,University of Vienna
2020,Austria,Universität Innsbruck,266,36.6,-10.9,0,University of Vienna
2020,Austria,Graz University of Technology,311,33.6,-10.9,0,University of Vienna
2020,Austria,Johannes Kepler University Linz,412,27.8,-10.9,0,University of Vienna
2020,Israel,Tel Aviv University,219,41.3,-11.7,0,The Hebrew University of Jerusalem
2020,Israel,Technion - Israel Institute of Technology,257,37.2,-11.7,0,The Hebrew University of Jerusalem
2020,Israel,Ben-Gurion University of The Negev,419,27.4,-11.7,0,The Hebrew University of Jerusalem
2020,Spain,Universitat Autònoma de Barcelona,188,45.1,-12.0,0,Universitat de Barcelona
2020,Spain,Universidad Autónoma de Madrid,192,44.7,-12.0,0,Universitat de Barcelona
2020,Spain,Complutense University of Madrid,212,42.7,-12.0,0,Universitat de Barcelona
2020,Spain,University of Navarra,245,38.5,-12.0,0,Universitat de Barcelona
2020,Spain,Universitat Pompeu Fabra (Barcelona),285,35.0,-12.0,0,Universitat de Barcelona
2020,Spain,Universidad Carlos III de Madrid (UC3M),298,34.6,-12.0,0,Universitat de Barcelona
2020,Spain,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),300,34.5,-12.0,0,Universitat de Barcelona
2020,Spain,IE University,335,32.1,-12.0,0,Universitat de Barcelona
2020,Spain,Universitat Politècnica de València,336,32.0,-12.0,0,Universitat de Barcelona
2020,Spain,Universidad de Zaragoza,432,26.7,-12.0,0,Universitat de Barcelona
2020,Spain,Universidad Politécnica de Madrid (UPM),435,26.5,-12.0,0,Universitat de Barcelona
2020,New Zealand,Victoria University of Wellington,215,42.0,-13.2,0,University of Otago
2020,New Zealand,University of Canterbury,227,40.0,-13.2,0,University of Otago
2020,New Zealand,University of Waikato,266,36.6,-13.2,0,University of Otago
2020,New Zealand,Massey University,287,34.9,-13.2,0,University of Otago
2020,New Zealand,Lincoln University ,356,30.7,-13.2,0,University of Otago
2020,New Zealand,Auckland University of Technology (AUT),442,26.0,-13.2,0,University of Otago
2020,Saudi Arabia,King Fahd University of Petroleum & Minerals,200,44.0,-14.7,0,King Abdulaziz University (KAU)
2020,Saudi Arabia,King Saud University,281,35.2,-14.7,0,King Abdulaziz University (KAU)
2020,South Africa,University of Witwatersrand,400,28.2,-15.8,0,University of Cape Town
2020,South Africa,Stellenbosch University,427,27.1,-15.8,0,University of Cape Town
2020,Kazakhstan,L.N. Gumilyov Eurasian National University (ENU),418,27.5,-16.8,0,Al-Farabi Kazakh National University
2020,Kazakhstan,Auezov South Kazakhstan University (SKU),491,24.3,-16.8,0,Al-Farabi Kazakh National University
2020,Colombia,Universidad Nacional de Colombia,253,37.5,-20.3,0,Universidad de los Andes
2020,Colombia,Pontificia Universidad Javeriana,468,25.1,-20.3,0,Universidad de los Andes
2020,Colombia,Universidad Externado de Colombia ,480,24.7,-20.3,0,Universidad de los Andes
2020,Thailand,Mahidol University,314,33.4,-21.6,0,Chulalongkorn University
2020,United Arab Emirates,United Arab Emirates University,329,32.4,-23.4,0,Khalifa University of Science and Technology
2020,United Arab Emirates,American University of Sharjah,371,29.6,-23.4,0,Khalifa University of Science and Technology
2020,Czech Republic,"University of Chemistry and Technology, Prague",355,30.8,-25.1,0,Charles University
2020,Czech Republic,Czech Technical University in Prague,498,24.2,-25.1,0,Charles University
2020,Indonesia,Gadjah Mada University,320,33.2,-25.2,0,Universitas Indonesia
2020,Indonesia,Bandung Institute of Technology (ITB),331,32.3,-25.2,0,Universitas Indonesia
2020,Brunei,Universiti Teknologi Brunei,379,28.9,-25.3,0,Universiti Brunei Darussalam (UBD)
2020,Poland,University of Warsaw ,349,31.1,-28.0,0,Jagiellonian University
2020,Portugal,University of Porto,353,30.9,-28.0,0,University of Lisbon 
2020,Portugal,University of Coimbra,406,28.1,-28.0,0,University of Lisbon 
2020,Portugal,Universidade Nova de Lisboa,421,27.3,-28.0,0,University of Lisbon 
2020,Pakistan,National University of Sciences And Technology (NUST) Islamabad,400,28.2,-30.7,0,Pakistan Institute of Engineering and Applied Sciences (PIEAS)
2020,"Iran, Islamic Republic of",Amirkabir University of Technology,489,24.4,-31.9,0,Sharif University of Technology
2021,United States,Stanford University,2,98.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Harvard University,3,97.9,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,California Institute of Technology (Caltech),4,97.0,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Chicago,9,93.1,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Princeton University,12,91.0,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Pennsylvania,16,88.6,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Yale University,17,88.0,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Cornell University,18,87.6,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Columbia University,19,86.5,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Michigan-Ann Arbor,21,84.6,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Johns Hopkins University,25,82.7,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Northwestern University,29,81.5,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of California, Berkeley (UCB)",30,80.8,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,New York University (NYU),35,79.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of California, Los Angeles (UCLA)",36,79.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Duke University,42,76.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Carnegie Mellon University,51,73.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of California, San Diego (UCSD)",54,71.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Brown University,60,70.0,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Wisconsin-Madison,65,68.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Texas at Austin,71,66.7,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Washington,72,66.1,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Georgia Institute of Technology,80,64.1,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Illinois at Urbana-Champaign,82,63.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Rice University,89,61.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of North Carolina, Chapel Hill",95,60.6,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Pennsylvania State University,101,58.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Washington University in St. Louis,105,56.9,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,The Ohio State University,108,56.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Purdue University,109,55.9,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Boston University,110,55.8,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of California, Davis",112,55.3,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Southern California,121,53.8,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of California, Santa Barbara (UCSB)",152,50.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of Maryland, College Park",152,50.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Pittsburgh,156,49.7,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Michigan State University,157,49.6,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Emory University,158,49.1,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Case Western Reserve University,162,47.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Florida,162,47.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Rochester,165,46.9,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Texas A&M University,169,46.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Minnesota Twin Cities,177,45.7,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Vanderbilt University,187,44.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Dartmouth College,203,42.6,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of California, Irvine",210,41.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Notre Dame,211,41.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Virginia,217,40.5,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Arizona State University,220,40.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Georgetown University,230,39.3,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Colorado Boulder,230,39.3,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Illinois at Chicago (UIC),256,37.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Rutgers University–New Brunswick,258,37.0,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Tufts University,260,36.7,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Massachusetts Amherst,270,35.9,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,The University of Arizona,273,35.6,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Miami,291,34.6,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,North Carolina State University,295,34.5,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Indiana University Bloomington,320,32.6,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Virginia Polytechnic Institute and State University,326,31.9,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Hawaiʻi at Mānoa,333,31.7,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Utah,333,31.7,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Yeshiva University,341,31.6,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University at Buffalo SUNY,346,31.1,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,George Washington University,353,30.8,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Northeastern University,362,30.0,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"Stony Brook University, State University of New York",373,29.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Wake Forest University,380,28.8,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Kansas,383,28.7,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of Colorado, Denver ",398,28.1,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Washington State University,411,27.5,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Tulane University,414,27.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of California, Santa Cruz",416,27.2,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,University of Iowa,420,27.1,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Illinois Institute of Technology,426,26.8,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"The University of Tennessee, Knoxville",432,26.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Colorado State University,443,25.9,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Brandeis University,446,25.8,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of California, Riverside",449,25.7,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Boston College,454,25.5,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Florida State University,456,25.4,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Rensselaer Polytechnic Institute,470,25.1,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Wayne State University,477,24.8,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,"University of Missouri, Columbia",483,24.7,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United States,Oregon State University,499,23.9,41.2,1,Massachusetts Institute of Technology (MIT) 
2021,United Kingdom,University of Cambridge,7,94.3,37.9,1,University of Oxford
2021,United Kingdom,Imperial College London,8,93.6,37.9,1,University of Oxford
2021,United Kingdom,UCL,10,92.9,37.9,1,University of Oxford
2021,United Kingdom,The University of Edinburgh,20,85.8,37.9,1,University of Oxford
2021,United Kingdom,The University of Manchester,27,82.1,37.9,1,University of Oxford
2021,United Kingdom,King's College London,31,80.0,37.9,1,University of Oxford
2021,United Kingdom,The London School of Economics and Political Science (LSE),49,73.9,37.9,1,University of Oxford
2021,United Kingdom,University of Bristol,58,70.6,37.9,1,University of Oxford
2021,United Kingdom,The University of Warwick,62,69.0,37.9,1,University of Oxford
2021,United Kingdom,University of Glasgow,77,64.6,37.9,1,University of Oxford
2021,United Kingdom,Durham University,86,62.2,37.9,1,University of Oxford
2021,United Kingdom,University of Birmingham,87,62.0,37.9,1,University of Oxford
2021,United Kingdom,University of Southampton,90,61.3,37.9,1,University of Oxford
2021,United Kingdom,University of Leeds,91,61.2,37.9,1,University of Oxford
2021,United Kingdom,The University of Sheffield,93,60.8,37.9,1,University of Oxford
2021,United Kingdom,University of St Andrews,96,60.3,37.9,1,University of Oxford
2021,United Kingdom,University of Nottingham,99,59.0,37.9,1,University of Oxford
2021,United Kingdom,Lancaster University,135,52.5,37.9,1,University of Oxford
2021,United Kingdom,University of York,150,50.3,37.9,1,University of Oxford
2021,United Kingdom,Newcastle University,152,50.2,37.9,1,University of Oxford
2021,United Kingdom,Cardiff University,159,48.5,37.9,1,University of Oxford
2021,United Kingdom,The University of Exeter,164,47.2,37.9,1,University of Oxford
